Language	Split	Size	Replacement	Model	Score
tur	15	500	with	Seq2seq	47.29
tur	15	500	with	0-CRF	53.042
tur	15	500	with	1-CRF	63.04
tur	15	500	with	4-CRF	63.326
tur	15	500	with	3-CRF	63.836
tur	15	500	with	2-CRF	63.948
tur	16	500	with	Morfessor	28.624
tur	16	500	with	Seq2seq	43.946
tur	16	500	with	0-CRF	53.516
tur	16	500	with	1-CRF	65.428
tur	16	500	with	2-CRF	65.674
tur	16	500	with	4-CRF	66.642
tur	16	500	with	3-CRF	67.218
tur	17	500	with	Morfessor	29.784
tur	17	500	with	Seq2seq	47.924
tur	17	500	with	0-CRF	52.461999999999996
tur	17	500	with	1-CRF	63.971999999999994
tur	17	500	with	2-CRF	64.53399999999999
tur	17	500	with	4-CRF	64.89
tur	17	500	with	3-CRF	65.436
tur	18	500	with	Morfessor	28.858
tur	18	500	with	Seq2seq	51.769999999999996
tur	18	500	with	0-CRF	55.558
tur	18	500	with	1-CRF	66.716
tur	18	500	with	2-CRF	66.996
tur	18	500	with	4-CRF	68.018
tur	18	500	with	3-CRF	68.368
tur	19	500	with	Morfessor	29.11
tur	19	500	with	Seq2seq	46.864
tur	19	500	with	0-CRF	51.846000000000004
tur	19	500	with	1-CRF	64.89
tur	19	500	with	2-CRF	65.514
tur	19	500	with	4-CRF	65.778
tur	19	500	with	3-CRF	66.27
tur	20	500	with	Morfessor	30.89
tur	20	500	with	Seq2seq	47.252
tur	20	500	with	0-CRF	54.224
tur	20	500	with	1-CRF	65.62
tur	20	500	with	2-CRF	66.94200000000001
tur	20	500	with	4-CRF	68.396
tur	20	500	with	3-CRF	68.412
tur	21	500	with	Morfessor	30.948
tur	21	500	with	Seq2seq	49.546
tur	21	500	with	0-CRF	53.806
tur	21	500	with	4-CRF	65.476
tur	21	500	with	1-CRF	65.516
tur	21	500	with	2-CRF	65.546
tur	21	500	with	3-CRF	65.702
tur	22	500	with	Morfessor	31.82
tur	22	500	with	Seq2seq	49.338
tur	22	500	with	0-CRF	54.833999999999996
tur	22	500	with	4-CRF	66.178
tur	22	500	with	1-CRF	66.58
tur	22	500	with	3-CRF	66.926
tur	22	500	with	2-CRF	67.282
tur	23	500	with	Morfessor	29.47
tur	23	500	with	Seq2seq	48.008
tur	23	500	with	0-CRF	54.34
tur	23	500	with	1-CRF	65.592
tur	23	500	with	4-CRF	67.144
tur	23	500	with	3-CRF	67.168
tur	23	500	with	2-CRF	67.776
tur	24	500	with	Morfessor	29.57
tur	24	500	with	Seq2seq	45.068
tur	24	500	with	0-CRF	55.082
tur	24	500	with	1-CRF	65.358
tur	24	500	with	2-CRF	65.486
tur	24	500	with	3-CRF	66.034
tur	24	500	with	4-CRF	66.438
tur	25	500	with	Morfessor	28.2
tur	25	500	with	Seq2seq	49.205999999999996
tur	25	500	with	0-CRF	55.446
tur	25	500	with	1-CRF	67.706
tur	25	500	with	4-CRF	67.768
tur	25	500	with	3-CRF	68.28
tur	25	500	with	2-CRF	68.402
tur	26	500	with	Morfessor	31.394000000000002
tur	26	500	with	Seq2seq	45.916000000000004
tur	26	500	with	0-CRF	54.128
tur	26	500	with	4-CRF	62.97
tur	26	500	with	3-CRF	64.232
tur	26	500	with	2-CRF	64.534
tur	26	500	with	1-CRF	64.674
tur	27	500	with	Morfessor	30.784
tur	27	500	with	Seq2seq	46.494
tur	27	500	with	0-CRF	55.198
tur	27	500	with	1-CRF	66.456
tur	27	500	with	2-CRF	67.782
tur	27	500	with	3-CRF	67.818
tur	27	500	with	4-CRF	68.062
tur	28	500	with	Morfessor	27.42
tur	28	500	with	Seq2seq	51.08
tur	28	500	with	0-CRF	54.054
tur	28	500	with	1-CRF	66.85
tur	28	500	with	2-CRF	67.402
tur	28	500	with	4-CRF	68.792
tur	28	500	with	3-CRF	69.092
tur	29	500	with	Morfessor	28.942
tur	29	500	with	Seq2seq	43.798
tur	29	500	with	0-CRF	50.43
tur	29	500	with	4-CRF	64.27
tur	29	500	with	1-CRF	64.33
tur	29	500	with	3-CRF	64.612
tur	29	500	with	2-CRF	65.64
tur	30	500	with	Morfessor	30.3
tur	30	500	with	Seq2seq	46.698
tur	30	500	with	0-CRF	53.528
tur	30	500	with	1-CRF	64.752
tur	30	500	with	4-CRF	64.844
tur	30	500	with	3-CRF	65.402
tur	30	500	with	2-CRF	65.8
tur	31	500	with	Morfessor	31.164
tur	31	500	with	Seq2seq	45.384
tur	31	500	with	0-CRF	54.102
tur	31	500	with	4-CRF	68.366
tur	31	500	with	1-CRF	68.39
tur	31	500	with	3-CRF	68.714
tur	31	500	with	2-CRF	68.982
tur	32	500	with	Morfessor	28.576
tur	32	500	with	Seq2seq	45.16
tur	32	500	with	0-CRF	53.324
tur	32	500	with	1-CRF	63.058
tur	32	500	with	2-CRF	63.058
tur	32	500	with	3-CRF	63.586
tur	32	500	with	4-CRF	63.648
tur	33	500	with	Morfessor	28.856
tur	33	500	with	Seq2seq	47.194
tur	33	500	with	0-CRF	51.126
tur	33	500	with	1-CRF	62.358
tur	33	500	with	2-CRF	62.94
tur	33	500	with	3-CRF	63.638
tur	33	500	with	4-CRF	63.888
tur	34	500	with	Morfessor	29.934
tur	34	500	with	Seq2seq	47.654
tur	34	500	with	0-CRF	56.146
tur	34	500	with	4-CRF	68.042
tur	34	500	with	1-CRF	68.382
tur	34	500	with	2-CRF	68.618
tur	34	500	with	3-CRF	68.98
tur	35	500	with	Morfessor	28.916
tur	35	500	with	Seq2seq	46.626
tur	35	500	with	0-CRF	54.202
tur	35	500	with	3-CRF	64.834
tur	35	500	with	4-CRF	65.148
tur	35	500	with	2-CRF	65.446
tur	35	500	with	1-CRF	65.934
tur	36	500	with	Morfessor	30.482
tur	36	500	with	Seq2seq	50.958
tur	36	500	with	0-CRF	53.614
tur	36	500	with	1-CRF	67.988
tur	36	500	with	2-CRF	68.726
tur	36	500	with	3-CRF	68.762
tur	36	500	with	4-CRF	68.844
tur	37	500	with	Morfessor	31.072
tur	37	500	with	Seq2seq	45.968
tur	37	500	with	0-CRF	55.596000000000004
tur	37	500	with	4-CRF	66.964
tur	37	500	with	1-CRF	67.128
tur	37	500	with	3-CRF	67.592
tur	37	500	with	2-CRF	68.134
tur	38	500	with	Morfessor	28.638
tur	38	500	with	Seq2seq	47.952
tur	38	500	with	0-CRF	52.502
tur	38	500	with	1-CRF	63.478
tur	38	500	with	4-CRF	64.676
tur	38	500	with	3-CRF	64.942
tur	38	500	with	2-CRF	65.24600000000001
tur	39	500	with	Morfessor	32.102
tur	39	500	with	Seq2seq	50.93
tur	39	500	with	0-CRF	53.632
tur	39	500	with	1-CRF	66.354
tur	39	500	with	4-CRF	66.396
tur	39	500	with	3-CRF	66.528
tur	39	500	with	2-CRF	66.546
tur	40	500	with	Morfessor	29.194000000000003
tur	40	500	with	Seq2seq	45.68
tur	40	500	with	0-CRF	55.467999999999996
tur	40	500	with	1-CRF	65.306
tur	40	500	with	4-CRF	66.67399999999999
tur	40	500	with	2-CRF	66.788
tur	40	500	with	3-CRF	67.394
tur	41	500	with	Morfessor	28.592
tur	41	500	with	Seq2seq	44.410000000000004
tur	41	500	with	0-CRF	54.894
tur	41	500	with	2-CRF	66.202
tur	41	500	with	1-CRF	66.336
tur	41	500	with	4-CRF	66.432
tur	41	500	with	3-CRF	66.826
tur	42	500	with	Morfessor	25.598
tur	42	500	with	Seq2seq	45.402
tur	42	500	with	0-CRF	52.08
tur	42	500	with	1-CRF	64.288
tur	42	500	with	3-CRF	65.52
tur	42	500	with	4-CRF	65.582
tur	42	500	with	2-CRF	66.116
tur	43	500	with	Morfessor	30.926000000000002
tur	43	500	with	Seq2seq	49.942
tur	43	500	with	0-CRF	52.848
tur	43	500	with	1-CRF	65.382
tur	43	500	with	4-CRF	65.774
tur	43	500	with	3-CRF	66.03999999999999
tur	43	500	with	2-CRF	66.294
tur	44	500	with	Morfessor	31.388
tur	44	500	with	Seq2seq	49.732
tur	44	500	with	0-CRF	51.41
tur	44	500	with	1-CRF	61.974
tur	44	500	with	4-CRF	62.7
tur	44	500	with	2-CRF	63.306
tur	44	500	with	3-CRF	63.620000000000005
tur	45	500	with	Morfessor	27.392
tur	45	500	with	Seq2seq	46.792
tur	45	500	with	0-CRF	51.958
tur	45	500	with	1-CRF	61.602
tur	45	500	with	3-CRF	62.274
tur	45	500	with	2-CRF	62.34
tur	45	500	with	4-CRF	62.7
tur	46	500	with	Morfessor	29.977999999999998
tur	46	500	with	Seq2seq	51.496
tur	46	500	with	0-CRF	57.142
tur	46	500	with	4-CRF	66.734
tur	46	500	with	3-CRF	67.89
tur	46	500	with	2-CRF	67.918
tur	46	500	with	1-CRF	68.216
tur	47	500	with	Morfessor	30.766000000000002
tur	47	500	with	0-CRF	54.622
tur	47	500	with	Seq2seq	55.964
tur	47	500	with	1-CRF	67.13
tur	47	500	with	4-CRF	67.602
tur	47	500	with	3-CRF	68.338
tur	47	500	with	2-CRF	68.598
tur	48	500	with	Morfessor	28.194
tur	48	500	with	Seq2seq	45.564
tur	48	500	with	0-CRF	54.354
tur	48	500	with	1-CRF	63.937999999999995
tur	48	500	with	2-CRF	64.76
tur	48	500	with	3-CRF	64.846
tur	48	500	with	4-CRF	65.77
tur	49	500	with	Morfessor	27.956
tur	49	500	with	Seq2seq	49.864
tur	49	500	with	0-CRF	53.356
tur	49	500	with	1-CRF	65.178
tur	49	500	with	2-CRF	66.368
tur	49	500	with	4-CRF	66.63
tur	49	500	with	3-CRF	67.15
tur	50	500	with	Morfessor	29.66
tur	50	500	with	Seq2seq	44.4
tur	50	500	with	0-CRF	53.628
tur	50	500	with	1-CRF	63.346
tur	50	500	with	4-CRF	64.118
tur	50	500	with	2-CRF	64.364
tur	50	500	with	3-CRF	65.178
tur	1	500	without	Morfessor	27.262
tur	1	500	without	0-CRF	48.902
tur	1	500	without	Seq2seq	52.326
tur	1	500	without	1-CRF	61.582
tur	1	500	without	4-CRF	61.978
tur	1	500	without	2-CRF	62.275999999999996
tur	1	500	without	3-CRF	62.294
tur	2	500	without	Morfessor	26.314
tur	2	500	without	Seq2seq	44.25
tur	2	500	without	0-CRF	50.02
tur	2	500	without	1-CRF	63.926
tur	2	500	without	2-CRF	65.154
tur	2	500	without	3-CRF	65.246
tur	2	500	without	4-CRF	65.716
tur	3	500	without	Morfessor	26.496
tur	3	500	without	Seq2seq	50.012
tur	3	500	without	0-CRF	50.582
tur	3	500	without	1-CRF	61.656
tur	3	500	without	2-CRF	62.732
tur	3	500	without	4-CRF	62.838
tur	3	500	without	3-CRF	63.306
tur	4	500	without	Morfessor	28.562
tur	4	500	without	Seq2seq	51.752
tur	4	500	without	0-CRF	53.26
tur	4	500	without	1-CRF	63.984
tur	4	500	without	3-CRF	64.316
tur	4	500	without	2-CRF	64.94
tur	4	500	without	4-CRF	65.044
tur	5	500	without	Morfessor	27.57
tur	5	500	without	Seq2seq	48.886
tur	5	500	without	0-CRF	50.288
tur	5	500	without	1-CRF	62.611999999999995
tur	5	500	without	2-CRF	64.264
tur	5	500	without	4-CRF	64.568
tur	5	500	without	3-CRF	64.658
tur	6	500	without	Morfessor	28.998
tur	6	500	without	0-CRF	52.4
tur	6	500	without	Seq2seq	53.467999999999996
tur	6	500	without	4-CRF	63.788000000000004
tur	6	500	without	1-CRF	63.942
tur	6	500	without	3-CRF	64.19
tur	6	500	without	2-CRF	64.22
tur	7	500	without	Morfessor	24.852
tur	7	500	without	0-CRF	45.95
tur	7	500	without	Seq2seq	50.036
tur	7	500	without	1-CRF	60.938
tur	7	500	without	2-CRF	61.798
tur	7	500	without	3-CRF	62.284
tur	7	500	without	4-CRF	63.11
tur	8	500	without	Morfessor	30.85
tur	8	500	without	Seq2seq	43.692
tur	8	500	without	0-CRF	51.01
tur	8	500	without	3-CRF	63.122
tur	8	500	without	1-CRF	63.478
tur	8	500	without	4-CRF	63.59
tur	8	500	without	2-CRF	63.994
tur	9	500	without	Morfessor	27.419999999999998
tur	9	500	without	Seq2seq	44.53
tur	9	500	without	0-CRF	50.513999999999996
tur	9	500	without	1-CRF	62.682
tur	9	500	without	2-CRF	63.022
tur	9	500	without	4-CRF	63.418
tur	9	500	without	3-CRF	63.856
tur	10	500	without	Morfessor	25.308
tur	10	500	without	Seq2seq	46.02
tur	10	500	without	0-CRF	53.234
tur	10	500	without	1-CRF	63.668
tur	10	500	without	2-CRF	64.392
tur	10	500	without	4-CRF	65.216
tur	10	500	without	3-CRF	65.638
tur	11	500	without	Morfessor	28.69
tur	11	500	without	Seq2seq	50.014
tur	11	500	without	0-CRF	52.754
tur	11	500	without	4-CRF	64.906
tur	11	500	without	2-CRF	64.998
tur	11	500	without	3-CRF	65.032
tur	11	500	without	1-CRF	65.26
tur	12	500	without	Morfessor	25.306
tur	12	500	without	0-CRF	49.936
tur	12	500	without	Seq2seq	51.732
tur	12	500	without	4-CRF	60.512
tur	12	500	without	3-CRF	60.772
tur	12	500	without	2-CRF	61.132
tur	12	500	without	1-CRF	61.272
tur	13	500	without	Morfessor	28.296
tur	13	500	without	Seq2seq	46.748
tur	13	500	without	0-CRF	52.92
tur	13	500	without	1-CRF	62.32
tur	13	500	without	4-CRF	63.016
tur	13	500	without	3-CRF	63.246
tur	13	500	without	2-CRF	63.284
tur	14	500	without	Morfessor	29.45
tur	14	500	without	Seq2seq	49.05
tur	14	500	without	0-CRF	52.006
tur	14	500	without	4-CRF	63.940000000000005
tur	14	500	without	3-CRF	64.462
tur	14	500	without	2-CRF	64.988
tur	14	500	without	1-CRF	65.032
tur	15	500	without	Morfessor	27.142
tur	15	500	without	Seq2seq	51.092
tur	15	500	without	0-CRF	51.982
tur	15	500	without	1-CRF	62.944
tur	15	500	without	3-CRF	63.294
tur	15	500	without	4-CRF	63.3
tur	15	500	without	2-CRF	63.699999999999996
tur	16	500	without	Morfessor	26.256
tur	16	500	without	Seq2seq	42.532000000000004
tur	16	500	without	0-CRF	55.446
tur	16	500	without	1-CRF	64.272
tur	16	500	without	2-CRF	65.286
tur	16	500	without	4-CRF	65.342
tur	16	500	without	3-CRF	65.974
tur	17	500	without	Morfessor	26.486
tur	17	500	without	Seq2seq	48.68
tur	17	500	without	0-CRF	48.74
tur	17	500	without	1-CRF	59.546
tur	17	500	without	2-CRF	60.736000000000004
tur	17	500	without	4-CRF	61.38
tur	17	500	without	3-CRF	61.444
tur	18	500	without	Morfessor	28.593999999999998
tur	18	500	without	Seq2seq	40.584
tur	18	500	without	0-CRF	50.024
tur	18	500	without	1-CRF	61.948
tur	18	500	without	2-CRF	62.830000000000005
tur	18	500	without	4-CRF	63.089999999999996
tur	18	500	without	3-CRF	63.54
tur	19	500	without	Morfessor	28.056
tur	19	500	without	Seq2seq	48.74
tur	19	500	without	0-CRF	54.228
tur	19	500	without	1-CRF	64.71600000000001
tur	19	500	without	4-CRF	65.194
tur	19	500	without	3-CRF	65.348
tur	19	500	without	2-CRF	65.43
tur	20	500	without	Morfessor	27.056
tur	20	500	without	0-CRF	51.844
tur	20	500	without	Seq2seq	53.798
tur	20	500	without	1-CRF	63.376
tur	20	500	without	4-CRF	64.446
tur	20	500	without	2-CRF	64.856
tur	20	500	without	3-CRF	65.258
tur	21	500	without	Morfessor	26.598
tur	21	500	without	Seq2seq	44.192
tur	21	500	without	0-CRF	50.506
tur	21	500	without	1-CRF	60.722
tur	21	500	without	4-CRF	61.226
tur	21	500	without	3-CRF	62.01
tur	21	500	without	2-CRF	62.278
tur	22	500	without	Morfessor	26.106
tur	22	500	without	Seq2seq	43.372
tur	22	500	without	0-CRF	50.32
tur	22	500	without	1-CRF	63.548
tur	22	500	without	2-CRF	63.788
tur	22	500	without	4-CRF	64.536
tur	22	500	without	3-CRF	64.702
tur	23	500	without	Morfessor	27.024
tur	23	500	without	Seq2seq	41.54
tur	23	500	without	0-CRF	52.298
tur	23	500	without	1-CRF	63.522
tur	23	500	without	2-CRF	64.034
tur	23	500	without	3-CRF	64.252
tur	23	500	without	4-CRF	64.446
tur	24	500	without	Morfessor	25.814
tur	24	500	without	Seq2seq	45.534
tur	24	500	without	0-CRF	50.746
tur	24	500	without	4-CRF	61.738
tur	24	500	without	2-CRF	61.982
tur	24	500	without	3-CRF	62.188
tur	24	500	without	1-CRF	62.596000000000004
tur	25	500	without	Morfessor	25.636
tur	25	500	without	Seq2seq	43.711999999999996
tur	25	500	without	0-CRF	47.974
tur	25	500	without	1-CRF	61.318
tur	25	500	without	2-CRF	61.748
tur	25	500	without	4-CRF	61.876
tur	25	500	without	3-CRF	63.282
tur	26	500	without	Morfessor	27.486
tur	26	500	without	Seq2seq	46.228
tur	26	500	without	0-CRF	53.025999999999996
tur	26	500	without	4-CRF	63.134
tur	26	500	without	1-CRF	63.432
tur	26	500	without	3-CRF	63.568
tur	26	500	without	2-CRF	64.012
tur	27	500	without	Morfessor	28.102
tur	27	500	without	Seq2seq	44.77
tur	27	500	without	0-CRF	49.736
tur	27	500	without	1-CRF	60.442
tur	27	500	without	4-CRF	61.576
tur	27	500	without	3-CRF	61.906
tur	27	500	without	2-CRF	62.096
tur	28	500	without	Morfessor	27.59
tur	28	500	without	0-CRF	50.519999999999996
tur	28	500	without	Seq2seq	51.754
tur	28	500	without	1-CRF	61.004
tur	28	500	without	4-CRF	61.174
tur	28	500	without	3-CRF	61.536
tur	28	500	without	2-CRF	61.626
tur	29	500	without	Morfessor	28.788
tur	29	500	without	0-CRF	48.39
tur	29	500	without	Seq2seq	52.064
tur	29	500	without	1-CRF	61.534
tur	29	500	without	3-CRF	61.794
tur	29	500	without	4-CRF	61.849999999999994
tur	29	500	without	2-CRF	62.104
tur	30	500	without	Morfessor	28.55
tur	30	500	without	0-CRF	50.244
tur	30	500	without	Seq2seq	52.304
tur	30	500	without	1-CRF	62.324
tur	30	500	without	2-CRF	63.244
tur	30	500	without	4-CRF	63.294000000000004
tur	30	500	without	3-CRF	63.756
tur	31	500	without	Morfessor	26.97
tur	31	500	without	Seq2seq	49.356
tur	31	500	without	0-CRF	53.698
tur	31	500	without	1-CRF	63.706
tur	31	500	without	3-CRF	64.138
tur	31	500	without	4-CRF	64.446
tur	31	500	without	2-CRF	64.516
tur	32	500	without	Morfessor	29.302
tur	32	500	without	0-CRF	52.638
tur	32	500	without	Seq2seq	52.914
tur	32	500	without	1-CRF	61.256
tur	32	500	without	4-CRF	62.034
tur	32	500	without	2-CRF	62.242000000000004
tur	32	500	without	3-CRF	62.264
tur	33	500	without	Morfessor	25.826
tur	33	500	without	Seq2seq	48.786
tur	33	500	without	0-CRF	53.769999999999996
tur	33	500	without	4-CRF	61.316
tur	33	500	without	3-CRF	63.516000000000005
tur	33	500	without	1-CRF	63.886
tur	33	500	without	2-CRF	64.036
tur	34	500	without	Morfessor	29.908
tur	34	500	without	Seq2seq	45.802
tur	34	500	without	0-CRF	53.542
tur	34	500	without	1-CRF	63.334
tur	34	500	without	4-CRF	64.068
tur	34	500	without	2-CRF	64.332
tur	34	500	without	3-CRF	65.262
tur	35	500	without	Morfessor	25.436
tur	35	500	without	Seq2seq	46.282000000000004
tur	35	500	without	0-CRF	53.754
tur	35	500	without	1-CRF	62.46
tur	35	500	without	3-CRF	62.814
tur	35	500	without	2-CRF	63.154
tur	35	500	without	4-CRF	63.158
tur	36	500	without	Morfessor	25.238
tur	36	500	without	Seq2seq	43.086
tur	36	500	without	0-CRF	52.196
tur	36	500	without	1-CRF	62.358
tur	36	500	without	2-CRF	62.752
tur	36	500	without	3-CRF	62.804
tur	36	500	without	4-CRF	63.162
tur	37	500	without	Morfessor	28.564
tur	37	500	without	Seq2seq	49.294000000000004
tur	37	500	without	0-CRF	51.562
tur	37	500	without	1-CRF	62.728
tur	37	500	without	2-CRF	63.494
tur	37	500	without	3-CRF	64.058
tur	37	500	without	4-CRF	64.86
tur	38	500	without	Morfessor	28.36
tur	38	500	without	Seq2seq	48.931999999999995
tur	38	500	without	0-CRF	51.58
tur	38	500	without	1-CRF	61.506
tur	38	500	without	4-CRF	61.61
tur	38	500	without	3-CRF	62.512
tur	38	500	without	2-CRF	62.586
tur	39	500	without	Morfessor	27.232
tur	39	500	without	Seq2seq	44.272
tur	39	500	without	0-CRF	49.268
tur	39	500	without	1-CRF	60.852
tur	39	500	without	4-CRF	61.36
tur	39	500	without	3-CRF	61.562
tur	39	500	without	2-CRF	61.994
tur	40	500	without	Morfessor	29.54
tur	40	500	without	Seq2seq	44.006
tur	40	500	without	0-CRF	53.129999999999995
tur	40	500	without	1-CRF	63.674
tur	40	500	without	4-CRF	63.994
tur	40	500	without	3-CRF	64.58
tur	40	500	without	2-CRF	64.83200000000001
tur	41	500	without	Morfessor	28.198
tur	41	500	without	0-CRF	52.824
tur	41	500	without	Seq2seq	53.076
tur	41	500	without	3-CRF	65.818
tur	41	500	without	4-CRF	66.028
tur	41	500	without	1-CRF	66.146
tur	41	500	without	2-CRF	67.12
tur	42	500	without	Morfessor	24.324
tur	42	500	without	Seq2seq	44.26
tur	42	500	without	0-CRF	53.07
tur	42	500	without	4-CRF	63.77
tur	42	500	without	1-CRF	64.346
tur	42	500	without	2-CRF	64.686
tur	42	500	without	3-CRF	64.80199999999999
tur	43	500	without	Morfessor	27.48
tur	43	500	without	0-CRF	54.126000000000005
tur	43	500	without	Seq2seq	56.34
tur	43	500	without	3-CRF	64.692
tur	43	500	without	4-CRF	64.866
tur	43	500	without	1-CRF	64.978
tur	43	500	without	2-CRF	65.436
tur	44	500	without	Morfessor	25.158
tur	44	500	without	Seq2seq	46.58
tur	44	500	without	0-CRF	49.474
tur	44	500	without	1-CRF	59.798
tur	44	500	without	4-CRF	60.034
tur	44	500	without	3-CRF	60.672
tur	44	500	without	2-CRF	60.674
tur	45	500	without	Morfessor	27.602
tur	45	500	without	0-CRF	52.912
tur	45	500	without	Seq2seq	53.708
tur	45	500	without	4-CRF	62.212
tur	45	500	without	1-CRF	62.416000000000004
tur	45	500	without	3-CRF	63.018
tur	45	500	without	2-CRF	63.03
tur	46	500	without	Morfessor	26.258
tur	46	500	without	Seq2seq	45.025999999999996
tur	46	500	without	0-CRF	52.264
tur	46	500	without	1-CRF	61.152
tur	46	500	without	4-CRF	61.37
tur	46	500	without	3-CRF	62.3
tur	46	500	without	2-CRF	62.334
tur	47	500	without	Morfessor	28.018
tur	47	500	without	Seq2seq	44.314
tur	47	500	without	0-CRF	52.086
tur	47	500	without	1-CRF	64.75
tur	47	500	without	2-CRF	65.096
tur	47	500	without	4-CRF	65.36800000000001
tur	47	500	without	3-CRF	65.836
tur	48	500	without	Morfessor	26.64
tur	48	500	without	0-CRF	50.188
tur	48	500	without	Seq2seq	50.442
tur	48	500	without	1-CRF	61.226
tur	48	500	without	3-CRF	62.446
tur	48	500	without	2-CRF	62.668
tur	48	500	without	4-CRF	63.11
tur	49	500	without	Morfessor	27.65
tur	49	500	without	Seq2seq	44.232
tur	49	500	without	0-CRF	53.618
tur	49	500	without	4-CRF	63.524
tur	49	500	without	1-CRF	63.736000000000004
tur	49	500	without	3-CRF	64.292
tur	49	500	without	2-CRF	64.376
tur	50	500	without	Morfessor	26.144
tur	50	500	without	0-CRF	48.204
tur	50	500	without	Seq2seq	50.062
tur	50	500	without	1-CRF	63.182
tur	50	500	without	2-CRF	63.502
tur	50	500	without	4-CRF	63.606
tur	50	500	without	3-CRF	64.616
tur	1	1000	with	Morfessor	33.678
tur	1	1000	with	0-CRF	62.238
tur	1	1000	with	Seq2seq	71.408
tur	1	1000	with	4-CRF	72.926
tur	1	1000	with	1-CRF	73.45
tur	1	1000	with	2-CRF	73.604
tur	1	1000	with	3-CRF	73.664
tur	2	1000	with	Morfessor	36.134
tur	2	1000	with	0-CRF	62.596
tur	2	1000	with	1-CRF	72.254
tur	2	1000	with	2-CRF	72.842
tur	2	1000	with	4-CRF	73.682
tur	2	1000	with	3-CRF	73.754
