Language	Split	Size	Replacement	Model	Score
fin	24	500	with	1-CRF	52.058
fin	24	500	with	2-CRF	53.604
fin	24	500	with	4-CRF	54.562
fin	24	500	with	3-CRF	55.354
fin	25	500	with	Morfessor	17.130000000000003
fin	25	500	with	0-CRF	39.386
fin	25	500	with	Seq2seq	39.856
fin	25	500	with	1-CRF	56.660000000000004
fin	25	500	with	2-CRF	57.472
fin	25	500	with	4-CRF	58.814
fin	25	500	with	3-CRF	59.182
fin	26	500	with	Morfessor	18.394
fin	26	500	with	0-CRF	38.832
fin	26	500	with	Seq2seq	46.952
fin	26	500	with	1-CRF	53.534
fin	26	500	with	4-CRF	55.932
fin	26	500	with	2-CRF	56.092
fin	26	500	with	3-CRF	56.868
fin	27	500	with	Morfessor	16.988
fin	27	500	with	0-CRF	36.872
fin	27	500	with	Seq2seq	38.832
fin	27	500	with	1-CRF	51.85
fin	27	500	with	2-CRF	53.572
fin	27	500	with	4-CRF	54.988
fin	27	500	with	3-CRF	55.68
fin	28	500	with	Morfessor	18.032
fin	28	500	with	Seq2seq	38.1
fin	28	500	with	0-CRF	44.144
fin	28	500	with	1-CRF	57.154
fin	28	500	with	2-CRF	59.082
fin	28	500	with	4-CRF	59.934
fin	28	500	with	3-CRF	60.02
fin	29	500	with	Morfessor	15.574
fin	29	500	with	Seq2seq	39.776
fin	29	500	with	0-CRF	41.922000000000004
fin	29	500	with	1-CRF	54.034
fin	29	500	with	2-CRF	54.548
fin	29	500	with	3-CRF	56.664
fin	29	500	with	4-CRF	56.88
fin	30	500	with	Morfessor	17.886
fin	30	500	with	0-CRF	40.002
fin	30	500	with	Seq2seq	44.216
fin	30	500	with	1-CRF	51.452
fin	30	500	with	2-CRF	53.269999999999996
fin	30	500	with	3-CRF	57.226
fin	30	500	with	4-CRF	57.338
fin	31	500	with	Morfessor	17.152
fin	31	500	with	0-CRF	40.72
fin	31	500	with	Seq2seq	45.988
fin	31	500	with	1-CRF	53.17
fin	31	500	with	2-CRF	55.309999999999995
fin	31	500	with	4-CRF	56.192
fin	31	500	with	3-CRF	56.746
fin	32	500	with	Morfessor	16.778
fin	32	500	with	Seq2seq	35.14
fin	32	500	with	0-CRF	40.004
fin	32	500	with	1-CRF	53.214
fin	32	500	with	2-CRF	53.946
fin	32	500	with	4-CRF	55.410000000000004
fin	32	500	with	3-CRF	55.7
fin	33	500	with	Morfessor	18.82
fin	33	500	with	0-CRF	42.248
fin	33	500	with	Seq2seq	46.938
fin	33	500	with	1-CRF	58.458
fin	33	500	with	4-CRF	59.147999999999996
fin	33	500	with	3-CRF	59.342
fin	33	500	with	2-CRF	59.442
fin	34	500	with	Morfessor	17.382
fin	34	500	with	0-CRF	39.424
fin	34	500	with	Seq2seq	41.91
fin	34	500	with	1-CRF	52.456
fin	34	500	with	2-CRF	54.298
fin	34	500	with	4-CRF	54.708
fin	34	500	with	3-CRF	55.326
fin	35	500	with	Morfessor	19.224
fin	35	500	with	0-CRF	40.788
fin	35	500	with	Seq2seq	41.278
fin	35	500	with	1-CRF	53.526
fin	35	500	with	2-CRF	54.525999999999996
fin	35	500	with	4-CRF	55.552
fin	35	500	with	3-CRF	56.446
fin	36	500	with	Morfessor	17.672
fin	36	500	with	0-CRF	40.628
fin	36	500	with	Seq2seq	42.124
fin	36	500	with	1-CRF	54.294
fin	36	500	with	2-CRF	56.08
fin	36	500	with	3-CRF	57.982
fin	36	500	with	4-CRF	58.108
fin	37	500	with	Morfessor	17.438
fin	37	500	with	0-CRF	42.362
fin	37	500	with	Seq2seq	48.458
fin	37	500	with	1-CRF	54.63
fin	37	500	with	4-CRF	55.564
fin	37	500	with	2-CRF	55.802
fin	37	500	with	3-CRF	56.034
fin	38	500	with	Morfessor	16.976
fin	38	500	with	Seq2seq	38.141999999999996
fin	38	500	with	0-CRF	41.11
fin	38	500	with	1-CRF	54.068
fin	38	500	with	2-CRF	55.186
fin	38	500	with	3-CRF	55.62
fin	38	500	with	4-CRF	56.012
fin	39	500	with	Morfessor	17.892
fin	39	500	with	Seq2seq	35.548
fin	39	500	with	0-CRF	40.518
fin	39	500	with	1-CRF	54.208
fin	39	500	with	2-CRF	55.428
fin	39	500	with	3-CRF	56.814
fin	39	500	with	4-CRF	57.128
fin	40	500	with	Morfessor	15.944
fin	40	500	with	0-CRF	37.778
fin	40	500	with	Seq2seq	38.978
fin	40	500	with	1-CRF	52.162
fin	40	500	with	2-CRF	54.916
fin	40	500	with	4-CRF	54.932
fin	40	500	with	3-CRF	56.494
fin	41	500	with	Morfessor	17.268
fin	41	500	with	0-CRF	39.522
fin	41	500	with	Seq2seq	40.384
fin	41	500	with	1-CRF	54.028
fin	41	500	with	2-CRF	55.21
fin	41	500	with	4-CRF	56.89
fin	41	500	with	3-CRF	56.97
fin	42	500	with	Morfessor	19.836
fin	42	500	with	0-CRF	39.798
fin	42	500	with	Seq2seq	42.194
fin	42	500	with	1-CRF	56.882
fin	42	500	with	2-CRF	57.82
fin	42	500	with	4-CRF	59.326
fin	42	500	with	3-CRF	59.784
fin	43	500	with	Morfessor	18.904
fin	43	500	with	Seq2seq	41.698
fin	43	500	with	0-CRF	43.962
fin	43	500	with	1-CRF	56.554
fin	43	500	with	2-CRF	57.62
fin	43	500	with	3-CRF	58.486
fin	43	500	with	4-CRF	58.948
fin	44	500	with	Morfessor	17.094
fin	44	500	with	Seq2seq	39.348
fin	44	500	with	0-CRF	41.826
fin	44	500	with	1-CRF	56.454
fin	44	500	with	2-CRF	57.478
fin	44	500	with	4-CRF	57.63
fin	44	500	with	3-CRF	58.402
fin	45	500	with	Morfessor	18.032
fin	45	500	with	0-CRF	41.096
fin	45	500	with	Seq2seq	41.764
fin	45	500	with	1-CRF	53.68
fin	45	500	with	2-CRF	55.45
fin	45	500	with	3-CRF	56.578
fin	45	500	with	4-CRF	56.942
fin	46	500	with	Morfessor	18.344
fin	46	500	with	0-CRF	40.774
fin	46	500	with	Seq2seq	41.296
fin	46	500	with	1-CRF	51.046
fin	46	500	with	2-CRF	53.506
fin	46	500	with	3-CRF	56.372
fin	46	500	with	4-CRF	56.698
fin	47	500	with	Morfessor	16.498
fin	47	500	with	0-CRF	42.296
fin	47	500	with	Seq2seq	48.096
fin	47	500	with	1-CRF	55.15
fin	47	500	with	2-CRF	57.61
fin	47	500	with	4-CRF	58.142
fin	47	500	with	3-CRF	58.318
fin	48	500	with	Morfessor	21.182
fin	48	500	with	0-CRF	42.788000000000004
fin	48	500	with	Seq2seq	44.428
fin	48	500	with	1-CRF	57.504
fin	48	500	with	2-CRF	59.339999999999996
fin	48	500	with	3-CRF	60.352
fin	48	500	with	4-CRF	60.682
fin	49	500	with	Morfessor	18.222
fin	49	500	with	0-CRF	42.486000000000004
fin	49	500	with	Seq2seq	43.642
fin	49	500	with	1-CRF	55.892
fin	49	500	with	2-CRF	56.878
fin	49	500	with	3-CRF	57.43
fin	49	500	with	4-CRF	58.272
fin	50	500	with	Morfessor	17.464
fin	50	500	with	0-CRF	43.874
fin	50	500	with	Seq2seq	49.138
fin	50	500	with	1-CRF	55.658
fin	50	500	with	2-CRF	58.002
fin	50	500	with	4-CRF	59.492
fin	50	500	with	3-CRF	59.568000000000005
fin	1	500	without	Morfessor	13.398
fin	1	500	without	0-CRF	36.562
fin	1	500	without	Seq2seq	41.486
fin	1	500	without	1-CRF	48.722
fin	1	500	without	2-CRF	50.26
fin	1	500	without	3-CRF	51.778
fin	1	500	without	4-CRF	52.178000000000004
fin	2	500	without	Morfessor	14.5
fin	2	500	without	Seq2seq	35.426
fin	2	500	without	0-CRF	38.9
fin	2	500	without	1-CRF	52.222
fin	2	500	without	2-CRF	52.678
fin	2	500	without	4-CRF	55.112
fin	2	500	without	3-CRF	55.238
fin	3	500	without	Morfessor	14.148
fin	3	500	without	Seq2seq	37.804
fin	3	500	without	0-CRF	38.056
fin	3	500	without	1-CRF	50.012
fin	3	500	without	2-CRF	51.434
fin	3	500	without	4-CRF	53.058
fin	3	500	without	3-CRF	53.262
fin	4	500	without	Morfessor	14.228
fin	4	500	without	Seq2seq	35.954
fin	4	500	without	0-CRF	38.074
fin	4	500	without	1-CRF	51.292
fin	4	500	without	3-CRF	52.186
fin	4	500	without	2-CRF	52.382
fin	4	500	without	4-CRF	52.906
fin	5	500	without	Morfessor	15.432
fin	5	500	without	0-CRF	39.562
fin	5	500	without	Seq2seq	39.566
fin	5	500	without	1-CRF	52.386
fin	5	500	without	2-CRF	54.344
fin	5	500	without	3-CRF	54.484
fin	5	500	without	4-CRF	54.638
fin	6	500	without	Morfessor	13.528
fin	6	500	without	0-CRF	35.186
fin	6	500	without	Seq2seq	36.932
fin	6	500	without	1-CRF	48.096000000000004
fin	6	500	without	2-CRF	50.4
fin	6	500	without	4-CRF	53.024
fin	6	500	without	3-CRF	53.26
fin	7	500	without	Morfessor	13.456
fin	7	500	without	Seq2seq	33.974000000000004
fin	7	500	without	0-CRF	35.208
fin	7	500	without	1-CRF	46.774
fin	7	500	without	2-CRF	50.275999999999996
fin	7	500	without	4-CRF	51.318
fin	7	500	without	3-CRF	51.626
fin	8	500	without	Morfessor	12.91
fin	8	500	without	0-CRF	36.548
fin	8	500	without	Seq2seq	40.658
fin	8	500	without	1-CRF	50.126
fin	8	500	without	2-CRF	51.238
fin	8	500	without	4-CRF	52.576
fin	8	500	without	3-CRF	52.862
fin	9	500	without	Morfessor	13.466
fin	9	500	without	Seq2seq	35.796
fin	9	500	without	0-CRF	36.378
fin	9	500	without	1-CRF	48.384
fin	9	500	without	2-CRF	50.322
fin	9	500	without	4-CRF	51.27
fin	9	500	without	3-CRF	51.660000000000004
fin	10	500	without	Morfessor	14.192
fin	10	500	without	0-CRF	35.818
fin	10	500	without	Seq2seq	36.688
fin	10	500	without	4-CRF	52.868
fin	10	500	without	1-CRF	53.096000000000004
fin	10	500	without	3-CRF	53.918
fin	10	500	without	2-CRF	54.73
fin	11	500	without	Morfessor	13.884
fin	11	500	without	0-CRF	36.33
fin	11	500	without	Seq2seq	41.196
fin	11	500	without	1-CRF	49.36
fin	11	500	without	2-CRF	51.706
fin	11	500	without	3-CRF	54.39
fin	11	500	without	4-CRF	54.994
fin	12	500	without	Morfessor	14.437999999999999
fin	12	500	without	Seq2seq	37.336
fin	12	500	without	0-CRF	38.44
fin	12	500	without	1-CRF	52.338
fin	12	500	without	2-CRF	54.56
fin	12	500	without	4-CRF	56.57
fin	12	500	without	3-CRF	56.894
fin	13	500	without	Morfessor	13.234
fin	13	500	without	Seq2seq	32.74
fin	13	500	without	0-CRF	33.694
fin	13	500	without	1-CRF	47.154
fin	13	500	without	2-CRF	49.756
fin	13	500	without	3-CRF	53.278
fin	13	500	without	4-CRF	53.558
fin	14	500	without	Morfessor	15.13
fin	14	500	without	Seq2seq	35.488
fin	14	500	without	0-CRF	37.822
fin	14	500	without	1-CRF	49.96
fin	14	500	without	2-CRF	51.044
fin	14	500	without	4-CRF	52.47
fin	14	500	without	3-CRF	53.084
fin	15	500	without	Morfessor	13.848
fin	15	500	without	0-CRF	38.652
fin	15	500	without	Seq2seq	42.03
fin	15	500	without	1-CRF	52.97
fin	15	500	without	2-CRF	54.308
fin	15	500	without	3-CRF	57.198
fin	15	500	without	4-CRF	57.302
fin	16	500	without	Morfessor	16.992
fin	16	500	without	0-CRF	39.068
fin	16	500	without	Seq2seq	42.422
fin	16	500	without	1-CRF	53.682
fin	16	500	without	2-CRF	55.224
fin	16	500	without	4-CRF	55.486000000000004
fin	16	500	without	3-CRF	56.148
fin	17	500	without	Morfessor	13.014000000000001
fin	17	500	without	Seq2seq	31.882
fin	17	500	without	0-CRF	37.742000000000004
fin	17	500	without	1-CRF	50.24
fin	17	500	without	2-CRF	52.28
fin	17	500	without	3-CRF	53.374
fin	17	500	without	4-CRF	53.496
fin	18	500	without	Morfessor	14.645999999999999
fin	18	500	without	0-CRF	35.428
fin	18	500	without	Seq2seq	37.068
fin	18	500	without	1-CRF	49.454
fin	18	500	without	4-CRF	52.452
fin	18	500	without	2-CRF	52.484
fin	18	500	without	3-CRF	52.854
fin	19	500	without	Morfessor	13.681999999999999
fin	19	500	without	0-CRF	38.418
fin	19	500	without	Seq2seq	41.852000000000004
fin	19	500	without	1-CRF	49.508
fin	19	500	without	2-CRF	52.588
fin	19	500	without	3-CRF	54.058
fin	19	500	without	4-CRF	54.592
fin	20	500	without	Morfessor	15.806
fin	20	500	without	0-CRF	36.16
fin	20	500	without	Seq2seq	43.43
fin	20	500	without	1-CRF	52.368
fin	20	500	without	2-CRF	55.128
fin	20	500	without	4-CRF	55.37
fin	20	500	without	3-CRF	55.72
fin	21	500	without	Morfessor	14.534
fin	21	500	without	0-CRF	38.444
fin	21	500	without	Seq2seq	39.292
fin	21	500	without	1-CRF	49.696
fin	21	500	without	2-CRF	51.908
fin	21	500	without	4-CRF	52.374
fin	21	500	without	3-CRF	52.914
fin	22	500	without	Morfessor	14.806
fin	22	500	without	0-CRF	37.972
fin	22	500	without	Seq2seq	40.632
fin	22	500	without	1-CRF	53.024
fin	22	500	without	2-CRF	54.217999999999996
fin	22	500	without	4-CRF	56.146
fin	22	500	without	3-CRF	56.752
fin	23	500	without	Morfessor	14.906
fin	23	500	without	Seq2seq	36.226
fin	23	500	without	0-CRF	37.188
fin	23	500	without	1-CRF	48.652
fin	23	500	without	2-CRF	51.234
fin	23	500	without	4-CRF	53.51
fin	23	500	without	3-CRF	53.768
fin	24	500	without	Morfessor	14.172
fin	24	500	without	Seq2seq	34.842
fin	24	500	without	0-CRF	36.008
fin	24	500	without	1-CRF	49.848
fin	24	500	without	2-CRF	51.828
fin	24	500	without	4-CRF	53.147999999999996
fin	24	500	without	3-CRF	53.316
fin	25	500	without	Morfessor	14.676
fin	25	500	without	0-CRF	37.228
fin	25	500	without	Seq2seq	39.032000000000004
fin	25	500	without	1-CRF	49.696
fin	25	500	without	2-CRF	51.132
fin	25	500	without	3-CRF	52.52
fin	25	500	without	4-CRF	52.774
fin	26	500	without	Morfessor	13.676
fin	26	500	without	0-CRF	34.178
fin	26	500	without	Seq2seq	40.304
fin	26	500	without	1-CRF	49.566
fin	26	500	without	2-CRF	51.376
fin	26	500	without	3-CRF	51.522
fin	26	500	without	4-CRF	51.86
fin	27	500	without	Morfessor	14.312000000000001
fin	27	500	without	Seq2seq	24.678
fin	27	500	without	0-CRF	35.526
fin	27	500	without	1-CRF	49.376
fin	27	500	without	2-CRF	51.205999999999996
fin	27	500	without	4-CRF	53.37
fin	27	500	without	3-CRF	54.174
fin	28	500	without	Morfessor	14.0
fin	28	500	without	0-CRF	39.486
fin	28	500	without	Seq2seq	40.794000000000004
fin	28	500	without	1-CRF	49.872
fin	28	500	without	2-CRF	51.804
fin	28	500	without	4-CRF	53.524
fin	28	500	without	3-CRF	54.132
fin	29	500	without	Morfessor	13.424
fin	29	500	without	0-CRF	36.64
fin	29	500	without	Seq2seq	37.79
fin	29	500	without	1-CRF	50.04
fin	29	500	without	2-CRF	52.81
fin	29	500	without	4-CRF	52.814
fin	29	500	without	3-CRF	53.354
fin	30	500	without	Morfessor	13.322
fin	30	500	without	0-CRF	33.2
fin	30	500	without	Seq2seq	37.456
fin	30	500	without	1-CRF	46.368
fin	30	500	without	2-CRF	48.326
fin	30	500	without	4-CRF	50.204
fin	30	500	without	3-CRF	50.682
fin	31	500	without	Morfessor	15.272
fin	31	500	without	0-CRF	37.488
fin	31	500	without	Seq2seq	38.03
fin	31	500	without	1-CRF	51.868
fin	31	500	without	2-CRF	53.296
fin	31	500	without	3-CRF	53.702
fin	31	500	without	4-CRF	54.006
fin	32	500	without	Morfessor	14.868
fin	32	500	without	Seq2seq	34.768
fin	32	500	without	0-CRF	35.704
fin	32	500	without	1-CRF	48.398
fin	32	500	without	2-CRF	50.684000000000005
fin	32	500	without	4-CRF	52.653999999999996
fin	32	500	without	3-CRF	52.816
fin	33	500	without	Morfessor	13.692
fin	33	500	without	0-CRF	34.82
fin	33	500	without	Seq2seq	38.384
fin	33	500	without	1-CRF	47.24
fin	33	500	without	2-CRF	48.262
fin	33	500	without	3-CRF	49.258
fin	33	500	without	4-CRF	49.688
fin	34	500	without	Morfessor	14.783999999999999
fin	34	500	without	0-CRF	35.502
fin	34	500	without	Seq2seq	38.004
fin	34	500	without	1-CRF	49.074
fin	34	500	without	2-CRF	51.224
fin	34	500	without	4-CRF	54.288000000000004
fin	34	500	without	3-CRF	54.57
fin	35	500	without	Morfessor	14.18
fin	35	500	without	0-CRF	39.062
fin	35	500	without	Seq2seq	39.458
fin	35	500	without	1-CRF	51.784
fin	35	500	without	2-CRF	54.866
fin	35	500	without	4-CRF	55.348
fin	35	500	without	3-CRF	55.526
fin	36	500	without	Morfessor	13.434
fin	36	500	without	Seq2seq	32.891999999999996
fin	36	500	without	0-CRF	34.068
fin	36	500	without	1-CRF	48.396
fin	36	500	without	2-CRF	50.276
fin	36	500	without	3-CRF	51.64
fin	36	500	without	4-CRF	51.738
fin	37	500	without	Morfessor	14.798
fin	37	500	without	Seq2seq	35.572
fin	37	500	without	0-CRF	35.748
fin	37	500	without	1-CRF	50.714
fin	37	500	without	2-CRF	52.438
fin	37	500	without	4-CRF	52.802
fin	37	500	without	3-CRF	53.546
fin	38	500	without	Morfessor	15.224
fin	38	500	without	0-CRF	37.264
fin	38	500	without	Seq2seq	38.414
fin	38	500	without	1-CRF	47.222
fin	38	500	without	2-CRF	50.296
fin	38	500	without	4-CRF	51.660000000000004
fin	38	500	without	3-CRF	51.926
fin	39	500	without	Morfessor	15.038
fin	39	500	without	0-CRF	36.388
fin	39	500	without	Seq2seq	39.842
fin	39	500	without	1-CRF	50.612
fin	39	500	without	2-CRF	51.804
fin	39	500	without	3-CRF	53.884
fin	39	500	without	4-CRF	54.084
fin	40	500	without	Morfessor	14.046
fin	40	500	without	0-CRF	36.314
fin	40	500	without	Seq2seq	37.104
fin	40	500	without	1-CRF	50.052
fin	40	500	without	2-CRF	51.674
fin	40	500	without	4-CRF	52.466
fin	40	500	without	3-CRF	53.18
fin	41	500	without	Morfessor	17.216
fin	41	500	without	Seq2seq	38.04
fin	41	500	without	0-CRF	39.172
fin	41	500	without	1-CRF	54.522
fin	41	500	without	2-CRF	56.412
fin	41	500	without	4-CRF	58.134
fin	41	500	without	3-CRF	58.408
fin	42	500	without	Morfessor	15.418
fin	42	500	without	0-CRF	36.498
fin	42	500	without	Seq2seq	38.612
fin	42	500	without	1-CRF	51.064
fin	42	500	without	2-CRF	53.234
fin	42	500	without	4-CRF	54.74
fin	42	500	without	3-CRF	55.592
fin	43	500	without	Morfessor	13.846
fin	43	500	without	Seq2seq	35.379999999999995
fin	43	500	without	0-CRF	37.832
fin	43	500	without	1-CRF	51.9
fin	43	500	without	2-CRF	53.724000000000004
fin	43	500	without	4-CRF	54.122
fin	43	500	without	3-CRF	55.132
fin	44	500	without	Morfessor	13.962
fin	44	500	without	0-CRF	36.522
fin	44	500	without	Seq2seq	42.282
fin	44	500	without	1-CRF	48.58
fin	44	500	without	2-CRF	50.81
fin	44	500	without	3-CRF	52.312
fin	44	500	without	4-CRF	52.47
fin	45	500	without	Morfessor	15.602
fin	45	500	without	Seq2seq	33.392
fin	45	500	without	0-CRF	40.228
fin	45	500	without	1-CRF	52.324
fin	45	500	without	2-CRF	53.586
fin	45	500	without	4-CRF	54.856
fin	45	500	without	3-CRF	55.832
fin	46	500	without	Morfessor	14.366
fin	46	500	without	0-CRF	31.996
fin	46	500	without	Seq2seq	33.36
fin	46	500	without	1-CRF	47.482
fin	46	500	without	2-CRF	48.678
fin	46	500	without	3-CRF	50.146
fin	46	500	without	4-CRF	50.666
fin	47	500	without	Morfessor	13.122
fin	47	500	without	0-CRF	33.356
fin	47	500	without	Seq2seq	34.476
fin	47	500	without	1-CRF	48.084
fin	47	500	without	2-CRF	50.376
fin	47	500	without	3-CRF	53.854
fin	47	500	without	4-CRF	54.128
fin	48	500	without	Morfessor	12.324
fin	48	500	without	0-CRF	36.078
fin	48	500	without	Seq2seq	38.492000000000004
fin	48	500	without	1-CRF	49.894
fin	48	500	without	2-CRF	50.838
fin	48	500	without	4-CRF	51.988
fin	48	500	without	3-CRF	52.586
fin	49	500	without	Morfessor	14.516
fin	49	500	without	0-CRF	35.912
fin	49	500	without	Seq2seq	38.794000000000004
fin	49	500	without	1-CRF	49.938
fin	49	500	without	2-CRF	52.122
fin	49	500	without	4-CRF	53.094
fin	49	500	without	3-CRF	53.096
fin	50	500	without	Morfessor	14.274
fin	50	500	without	0-CRF	37.684
fin	50	500	without	Seq2seq	41.1
fin	50	500	without	1-CRF	51.974000000000004
fin	50	500	without	2-CRF	53.318
fin	50	500	without	3-CRF	54.106
fin	50	500	without	4-CRF	54.955999999999996
fin	1	1000	with	Morfessor	23.914
fin	1	1000	with	0-CRF	50.82
fin	1	1000	with	Seq2seq	64.656
fin	1	1000	with	1-CRF	65.554
fin	1	1000	with	2-CRF	66.364
fin	1	1000	with	3-CRF	66.45
fin	1	1000	with	4-CRF	66.674
fin	2	1000	with	Morfessor	25.296
fin	2	1000	with	0-CRF	51.736
fin	2	1000	with	Seq2seq	67.06
fin	2	1000	with	1-CRF	67.16799999999999
fin	2	1000	with	2-CRF	68.354
fin	2	1000	with	3-CRF	69.268
fin	2	1000	with	4-CRF	69.332
